,Unnamed: 0,beer_name,brewery_name,beer_style,beer_abv,main_style,cluster,avg_review_overall_p_style_p_group,avg_review_aroma_p_style_p_group,avg_review_appearance_p_style_p_group,avg_review_palate_p_style_p_group,avg_review_taste_p_style_p_group,total_reviews_per_style_by_cluster,total_reviews_by_cluster,avg_review_overall_p_beer_p_style_p_group,avg_review_aroma_p_beer_p_style_p_group,avg_review_appearance_p_beer_p_style_p_group,avg_review_palate_p_beer_p_style_p_group,avg_review_taste_p_beer_p_style_p_group,total_reviews_per_beer_per_style_by_cluster,full_total_styles,full_total_beers,review_overall_per_group_full,review_appearance_per_group_full,review_palate_per_group_full,review_taste_per_group_full,review_aroma_per_group_full,full_total_groups,image_url,main_style_cluster_count,sub_style_cluster_count,total_users_in_cluster
1193,1193,Palmetto Porter,Palmetto Brewing Company,American Porter,,Porters,11.0,3.75,3.69,3.92,3.71,3.86,203.0,8701.0,5.0,3.0,4.0,4.5,4.5,1.0,67373,86,3.6800367773819103,3.603838639236869,3.487817492242271,3.595563728307092,3.401735432708884,8701.0,https://target.scene7.com/is/image/Target/GUEST_8ddf0916-acb5-4b22-85c3-06efad282205?wid=488&hei=488&fmt=pjpeg,77.0,55.0,768
1194,1194,River Horse Lager,River Horse Brewing Co.,Euro Pale Lager,5.0,Pilseners and Pale Lagers,11.0,3.43,2.78,3.0,3.02,3.08,2407.0,8701.0,5.0,5.0,4.5,5.0,4.5,1.0,116531,101,3.6800367773819103,3.603838639236869,3.487817492242271,3.595563728307092,3.401735432708884,8701.0,"https://res.cloudinary.com/ratebeer/image/upload/e_trim:15/d_beer_img_default.png,f_auto/beer_525",535.0,73.0,768
1195,1195,Schwelmer Pils,Privatbrauerei Schwelm,German Pilsener,4.7,Pilseners and Pale Lagers,11.0,3.43,2.78,3.0,3.02,3.08,2407.0,8701.0,5.0,4.0,5.0,4.5,4.5,1.0,116531,92,3.6800367773819103,3.603838639236869,3.487817492242271,3.595563728307092,3.401735432708884,8701.0,"https://res.cloudinary.com/ratebeer/image/upload/e_trim:15/d_beer_img_default.png,f_auto/beer_23157",535.0,86.0,768
1196,1196,Shiner 99 Munich Style Helles Lager,Spoetzl Brewery,Munich Helles Lager,5.0,Pilseners and Pale Lagers,11.0,3.43,2.78,3.0,3.02,3.08,2407.0,8701.0,5.0,4.5,4.0,4.0,4.5,1.0,116531,95,3.6800367773819103,3.603838639236869,3.487817492242271,3.595563728307092,3.401735432708884,8701.0,https://cdn.beeradvocate.com/im/beers/41250.jpg,535.0,35.0,768
1197,1197,Short's Uncle Steve's Irish Stout,Short's Brewing Company,Irish Dry Stout,5.5,Stouts,11.0,3.85,3.9,4.17,3.85,3.99,484.0,8701.0,5.0,4.5,3.5,4.5,4.5,1.0,166797,84,3.6800367773819103,3.603838639236869,3.487817492242271,3.595563728307092,3.401735432708884,8701.0,https://www.shortsbrewing.com/wp-content/uploads/2018/01/Uncle_Steves_web_2018_1516389899.jpg,157.0,20.0,768
1198,1198,Staropramen Dark,Pivovary Staropramen,Euro Dark Lager,4.4,Dark Lagers,11.0,3.91,3.55,3.81,3.65,3.82,1214.0,8701.0,5.0,4.0,4.5,4.5,4.5,1.0,60925,30,3.6800367773819103,3.603838639236869,3.487817492242271,3.595563728307092,3.401735432708884,8701.0,https://www.staropramen.com/-/media/staropramen/products/images/dark1.ashx,258.0,25.0,768
1199,1199,Summer Wheat,Thirsty Dog Brewing Company,Witbier,,Wheat Beers,11.0,3.77,3.61,3.72,3.65,3.73,942.0,8701.0,5.0,4.0,3.5,4.0,4.5,1.0,86224,47,3.6800367773819103,3.603838639236869,3.487817492242271,3.595563728307092,3.401735432708884,8701.0,https://www.leinie.com/sites/leinies/files/Sunset%20Wheat.png,240.0,67.0,768
1200,1200,Hacker-Pschorr Dunkle Weisse,Hacker-Pschorr Bräu GmbH,Dunkelweizen,5.3,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,4.83,4.67,5.0,3.0,86224,264,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/666.jpg,332.0,26.0,1239
1201,1201,Blanche De Namur,Brasserie Du Bocq,Witbier,4.5,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.33,4.33,4.0,4.5,3.0,86224,128,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn-5c6c9973f911ca1b2cef5d81.closte.com/wp-content/uploads/2015/10/blanche-de-namur-beer-online-1308717127.jpg,332.0,92.0,1239
1202,1202,Augustiner Bräu Lagerbier Hell,Augustiner-Bräu Wagner KG,Munich Helles Lager,5.2,Pilseners and Pale Lagers,12.0,3.31,2.76,3.06,2.99,2.99,425.0,2916.0,5.0,4.25,4.75,4.75,5.0,2.0,116531,80,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn1.wine-searcher.net/images/labels/32/92/10563292.jpg,212.0,12.0,1239
1203,1203,Bedlam,Ale Asylum,Belgian IPA,7.5,India Pale Ales,12.0,3.83,4.04,3.94,3.83,4.0,129.0,2916.0,5.0,4.75,4.5,4.5,5.0,2.0,210717,61,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://thebeerly.com/uploads/ale-asylum-bedlam.jpg,93.0,5.0,1239
1204,1204,Gordon Biersch Dunkelweizen,Gordon Biersch Brewery Restaurant,Dunkelweizen,5.2,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,4.5,4.75,5.0,2.0,86224,35,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_12731",332.0,26.0,1239
1205,1205,Unplugged Berliner Weiss,New Glarus Brewing Company,Berliner Weissbier,,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,5.0,4.25,5.0,5.0,2.0,86224,241,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://res.cloudinary.com/ratebeer/image/upload/e_trim:1/d_beer_img_default.png,f_auto/beer_88489",332.0,13.0,1239
1206,1206,Andechser Weissbier Hefetrüb,Klosterbrauerei Andechs,Hefeweizen,5.5,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.25,4.75,5.0,4.75,2.0,86224,68,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/3995.jpg,332.0,96.0,1239
1207,1207,Aardmonnik - Earthmonk,De Struise Brouwers,Flanders Oud Bruin,8.0,Wild/Sour Beers,12.0,4.12,4.24,4.0,4.17,4.4,21.0,2916.0,5.0,4.5,4.5,5.0,5.0,1.0,32378,153,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/34311.jpg,21.0,3.0,1239
1208,1208,Amber Ale,SLO Brewing Company,American Amber / Red Ale,,Pale Ales,12.0,3.62,3.49,3.76,3.57,3.7,185.0,2916.0,5.0,4.0,4.5,4.5,5.0,1.0,208731,555,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,http://www.bellsbeer.com/sites/default/files/brands/Amber_WebPic_736X736.png,134.0,22.0,1239
1209,1209,Augustiner Bräu Weissbier,Augustiner-Bräu Wagner KG,Hefeweizen,5.4,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,4.5,4.5,5.0,1.0,86224,26,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,http://doctorale.com/wp-content/uploads/2016/05/Weissbier-from-Augustiner-Brau-beer-1.jpg,332.0,96.0,1239
1210,1210,Bavarian Hefeweizen,C.H. Evans Brewing Company,Hefeweizen,5.3,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,4.0,5.0,5.0,1.0,86224,52,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.shopify.com/s/files/1/2785/6868/products/t00_x700.jpg?v=1526512685,332.0,96.0,1239
1211,1211,"Berliner Style Weisse, Brettanomyces Lambicus Special Edition",Gasthaus & Gosebrauerei Bayerischer Bahnhof,Berliner Weissbier,3.0,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,4.5,5.0,5.0,1.0,86224,57,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/65752.jpg,332.0,13.0,1239
1212,1212,Big Eye IPA,Ballast Point Brewing Company,American IPA,7.0,India Pale Ales,12.0,3.83,4.04,3.94,3.83,4.0,129.0,2916.0,5.0,5.0,4.0,4.0,5.0,1.0,210717,752,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/709.jpg,93.0,45.0,1239
1213,1213,Blind Pig IPA,Russian River Brewing Company,American IPA,6.1,India Pale Ales,12.0,3.83,4.04,3.94,3.83,4.0,129.0,2916.0,5.0,4.5,4.5,4.5,5.0,1.0,210717,1141,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/22790.jpg,93.0,45.0,1239
1214,1214,Buckwheat After Dark,RJ Rockers Brewing Company,American Dark Wheat Ale,6.0,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,4.5,5.0,5.0,1.0,86224,29,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/48164.jpg,332.0,9.0,1239
1215,1215,Chimay Tripel (White),Bières de Chimay S.A.,Tripel,8.0,Strong Ales,12.0,3.48,3.89,4.01,3.78,3.69,93.0,2916.0,5.0,5.0,5.0,4.5,5.0,1.0,207116,1446,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://s3.amazonaws.com/beertourprod/beers/pictures/000/000/070/original/Chimay-Triple_beer_900.jpg?1461520063,71.0,14.0,1239
1216,1216,Chocarrubica,Grado Plato,Oatmeal Stout,7.0,Stouts,12.0,3.6,3.82,4.13,3.72,3.78,129.0,2916.0,5.0,5.0,5.0,5.0,5.0,1.0,166797,43,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://res.cloudinary.com/ratebeer/image/upload/w_200,h_200,c_limit,d_Default_Beer_qqrv7k.png,f_auto/beer_79947",76.0,15.0,1239
1217,1217,Cottonmouth Wit,Swamp Head Brewery & Tasting Room,Witbier,5.0,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,5.0,2.5,3.5,5.0,1.0,86224,17,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/54966.jpg,332.0,92.0,1239
1218,1218,Craftsman Cabernale,Craftsman Brewing Co.,Fruit / Vegetable Beer,7.5,Specialty Beers,12.0,3.4,3.6,3.5,3.34,3.4,186.0,2916.0,5.0,5.0,5.0,5.0,5.0,1.0,83381,21,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://res.cloudinary.com/ratebeer/image/upload/e_trim:15/d_beer_img_default.png,f_auto/beer_28990",96.0,46.0,1239
1219,1219,Edelweiss Dunkel Weissbier,Hofbräu Kaltenhausen (Brau Union),Dunkelweizen,5.5,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,4.5,5.0,5.0,1.0,86224,36,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://upload.wikimedia.org/wikipedia/commons/8/8e/Edelweiss_Weissbier_Dunkel.JPG,332.0,26.0,1239
1220,1220,Friek,Odell Brewing Company,American Wild Ale,6.5,Wild/Sour Beers,12.0,4.12,4.24,4.0,4.17,4.4,21.0,2916.0,5.0,5.0,5.0,5.0,5.0,1.0,32378,104,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://d1ynl4hb5mx7r8.cloudfront.net/wp-content/uploads/2015/10/09131543/odell_friek.jpg,21.0,9.0,1239
1221,1221,Grolsch  Premium Weizen,Grolsch Bierbrouwerij N.V.,Hefeweizen,5.3,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,4.5,5.0,5.0,1.0,86224,43,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://media.eataly.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/r/grolsch-weizen-0.5l-85642.jpg,332.0,96.0,1239
1222,1222,Hacker-Pschorr Münchner Gold,Hacker-Pschorr Bräu GmbH,Munich Helles Lager,5.5,Pilseners and Pale Lagers,12.0,3.31,2.76,3.06,2.99,2.99,425.0,2916.0,5.0,4.0,5.0,5.0,5.0,1.0,116531,176,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://www.hacker-pschorr.com/sites/default/files/styles/beer_detail/public/produktbild3/2018-02/hp_05_muenchner%20gold.com_.png?itok=FYvr6rBI,212.0,12.0,1239
1223,1223,Hofbräu Münchner Weisse,Hofbräuhaus München,Hefeweizen,5.1,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,4.5,4.0,5.0,1.0,86224,301,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/3836.jpg,332.0,96.0,1239
1224,1224,Hopalicious,Ale Asylum,American Pale Ale (APA),5.8,Pale Ales,12.0,3.62,3.49,3.76,3.57,3.7,185.0,2916.0,5.0,4.0,4.5,4.0,5.0,1.0,208731,171,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/30679.jpg,134.0,42.0,1239
1225,1225,Imperial Pumpkin Ale,Weyerbacher Brewing Co.,Pumpkin Ale,8.0,Specialty Beers,12.0,3.4,3.6,3.5,3.34,3.4,186.0,2916.0,5.0,5.0,4.5,5.0,5.0,1.0,83381,846,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://www.stbcbeer.com/wp-content/uploads/2017/03/PumkingPackagingAssortment.png,96.0,17.0,1239
1226,1226,Imperial Red I.P.A.,Blue Hills Brewery,American Double / Imperial IPA,9.0,India Pale Ales,12.0,3.83,4.04,3.94,3.83,4.0,129.0,2916.0,5.0,5.0,5.0,5.0,5.0,1.0,210717,35,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://www.oskarblues.com/wp-content/uploads/2019/02/GKNIGHT_webres.png,93.0,35.0,1239
1227,1227,Independence Pale Ale,Independence Brewing Co.,American Pale Ale (APA),5.5,Pale Ales,12.0,3.62,3.49,3.76,3.57,3.7,185.0,2916.0,5.0,4.5,4.5,4.0,5.0,1.0,208731,63,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://beerconnoisseur.com/sites/default/files/styles/beer_page_245w/public/beer/independence-pass-ale-by-aspen-brewing-co.jpg?itok=fKhZvGdc,134.0,42.0,1239
1228,1228,Isaac,Birrificio Le Baladin,Witbier,5.0,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,5.0,4.5,4.5,5.0,1.0,86224,25,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://enoteca.com.au/images/stories/virtuemart/product/BALADIN-ISAAC.jpg,332.0,92.0,1239
1229,1229,Kira,Brouwerij Huyghe,Witbier,4.7,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,5.0,4.0,5.0,1.0,86224,16,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://untappd.akamaized.net/photo/2014_03_29/9c0588131b07029c936577659c9be28c_320x320.jpg,332.0,92.0,1239
1230,1230,La Blanche,Les 3 Brasseurs,Witbier,,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,4.5,4.0,5.0,1.0,86224,19,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://ventevin.com/3174-large_default/beer-mont-blanc-la-blanche-white-france-47-33-cl.jpg,332.0,92.0,1239
1231,1231,Paulaner Hefe-Weissbier Dunkel,Paulaner Brauerei GmbH & Co. KG,Dunkelweizen,5.3,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,4.5,4.0,5.0,1.0,86224,60,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.webshopapp.com/shops/65337/files/55597060/800x600x2/wa-fles-paulaner-hefe-weissbier-dunkel.jpg,332.0,26.0,1239
1232,1232,Pliny The Younger,Russian River Brewing Company,American Double / Imperial IPA,11.0,India Pale Ales,12.0,3.83,4.04,3.94,3.83,4.0,129.0,2916.0,5.0,4.5,4.5,4.5,5.0,1.0,210717,610,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://res.cloudinary.com/ratebeer/image/upload/e_trim:15/d_beer_img_default.png,f_auto/beer_43181",93.0,35.0,1239
1233,1233,Rodenbach Grand Cru,Brouwerij Rodenbach N.V.,Flanders Red Ale,6.0,Wild/Sour Beers,12.0,4.12,4.24,4.0,4.17,4.4,21.0,2916.0,5.0,5.0,4.5,4.5,5.0,1.0,32378,811,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://s3.amazonaws.com/beertourprod/beers/pictures/000/000/093/original/Rodenbach_Grand_Cru_-_600x900.jpg?1494322338,21.0,3.0,1239
1234,1234,Saint Arnold Texas Wheat,Saint Arnold Brewing Company,Kristalweizen,4.9,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,5.0,5.0,5.0,1.0,86224,114,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/25293.jpg,332.0,11.0,1239
1235,1235,Sierra Nevada Porter,Sierra Nevada Brewing Co.,American Porter,5.6,Porters,12.0,3.46,3.75,3.86,3.55,3.61,38.0,2916.0,5.0,4.5,4.5,5.0,5.0,1.0,67373,1253,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/279.jpg,33.0,23.0,1239
1236,1236,Sin City Weiss,Sin City Brewing Co.,Hefeweizen,4.5,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,5.0,4.0,4.5,5.0,1.0,86224,15,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,http://2.bp.blogspot.com/_VsOOFXOWIvk/SdpEQTHYgOI/AAAAAAAACjs/PJYvi3lYYjc/s320/Sin+City+Weiss.jpg,332.0,96.0,1239
1237,1237,St-Ambroise Oatmeal Stout,McAuslan Brewing,Oatmeal Stout,5.0,Stouts,12.0,3.6,3.82,4.13,3.72,3.78,129.0,2916.0,5.0,4.5,3.0,5.0,5.0,1.0,166797,540,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://res.cloudinary.com/ratebeer/image/upload/d_Default_Beer_qqrv7k.png,f_auto/beer_839",76.0,15.0,1239
1238,1238,The Companion,Brooklyn Brewery,Wheatwine,10.0,Strong Ales,12.0,3.48,3.89,4.01,3.78,3.69,93.0,2916.0,5.0,4.5,5.0,4.5,5.0,1.0,207116,51,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://images-na.ssl-images-amazon.com/images/I/41bt9M5ETPL._SX346_BO1,204,203,200_.jpg",71.0,1.0,1239
1239,1239,Theakston Old Peculier,T & R Theakston Ltd.,Old Ale,5.7,Strong Ales,12.0,3.48,3.89,4.01,3.78,3.69,93.0,2916.0,5.0,5.0,5.0,5.0,5.0,1.0,207116,543,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_870",71.0,2.0,1239
1240,1240,Toronado 20th Anniversary Ale,Russian River Brewing Company,American Wild Ale,10.43,Wild/Sour Beers,12.0,4.12,4.24,4.0,4.17,4.4,21.0,2916.0,5.0,5.0,4.5,5.0,5.0,1.0,32378,89,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/38094.jpg,21.0,9.0,1239
1241,1241,Tröegs Hopback Amber Ale,Tröegs Brewing Company,American Amber / Red Ale,6.0,Pale Ales,12.0,3.62,3.49,3.76,3.57,3.7,185.0,2916.0,5.0,5.0,5.0,5.0,5.0,1.0,208731,1052,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://troegs.com/wp-content/uploads/2015/08/hopback-productshot-new.png,134.0,22.0,1239
1242,1242,Tuckaleechee Porter,Smoky Mountain Brewery & Restaurant,American Porter,6.3,Porters,12.0,3.46,3.75,3.86,3.55,3.61,38.0,2916.0,5.0,5.0,5.0,4.5,5.0,1.0,67373,52,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/3035.jpg,33.0,23.0,1239
1243,1243,Tuppers' Hop Pocket Pils (Keller Pils),Tuppers' Hop Pocket Brewing Company,Keller Bier / Zwickel Bier,5.0,Pilseners and Pale Lagers,12.0,3.31,2.76,3.06,2.99,2.99,425.0,2916.0,5.0,5.0,4.0,5.0,5.0,1.0,116531,175,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://untappd.akamaized.net/photo/2015_09_19/81c9ac25bc26ead363ed32f46cd38d1a_320x320.jpg,212.0,4.0,1239
1244,1244,Westmalle Trappist Tripel,Brouwerij Westmalle,Tripel,9.5,Strong Ales,12.0,3.48,3.89,4.01,3.78,3.69,93.0,2916.0,5.0,5.0,5.0,5.0,5.0,1.0,207116,1436,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://s3.amazonaws.com/beertourprod/beers/pictures/000/000/066/original/Westmalle_Tripel_900.jpg?1391452914,71.0,14.0,1239
1245,1245,Wisconsin Belgian Red,New Glarus Brewing Company,Fruit / Vegetable Beer,4.0,Specialty Beers,12.0,3.4,3.6,3.5,3.34,3.4,186.0,2916.0,5.0,4.0,4.0,4.0,5.0,1.0,83381,826,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://fromagination.com/wp-content/uploads/2015/01/cherry.jpg,96.0,46.0,1239
1246,1246,Wolaver's Wildflower Wheat,Otter Creek Brewing / Wolaver's,American Pale Wheat Ale,4.25,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,4.5,5.0,5.0,1.0,86224,38,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,http://ottercreekbrewing.com/sites/default/files/styles/beer_image_lg/public/domains/3/beer/featured-images/Wolavers-WILDFLOWER---6pack-%281%29.png?itok=8u8CrUiN,332.0,87.0,1239
1247,1247,Arbor Brewing Bavarian Bliss,Arbor Brewing Company,Hefeweizen,5.6,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,4.0,4.5,4.5,1.0,86224,44,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/5130.jpg,332.0,96.0,1239
1248,1248,Baltas,UAB Švyturys,Hefeweizen,5.2,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,4.5,4.5,4.5,1.0,86224,43,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn1.wine-searcher.net/images/labels/19/32/10701932.jpg,332.0,96.0,1239
1249,1249,Bavik Pils / Lager,Brouwerij Bavik,German Pilsener,5.2,Pilseners and Pale Lagers,12.0,3.31,2.76,3.06,2.99,2.99,425.0,2916.0,5.0,4.0,4.0,4.0,4.5,1.0,116531,145,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/2480.jpg,212.0,34.0,1239
1250,1250,Bunker Hill Blueberry Ale,Beer Works,Fruit / Vegetable Beer,4.8,Specialty Beers,12.0,3.4,3.6,3.5,3.34,3.4,186.0,2916.0,5.0,4.0,5.0,4.5,4.5,1.0,83381,39,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/553.jpg,96.0,46.0,1239
1251,1251,Drake's Hefe-weizen,Drake's Brewing Co.,Hefeweizen,4.9,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.5,3.5,4.0,4.5,1.0,86224,24,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://1179zc3gbio4ajrv4amoyumk-wpengine.netdna-ssl.com/wp-content/uploads/2019/01/Hefe-Bavarian-Style-Hefeweizen-Drakes-Brewing.png,332.0,96.0,1239
1252,1252,Driftwood Ale,Pacific Rim Brewing Co.,American Pale Wheat Ale,,Wheat Beers,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,5.0,4.0,4.5,4.0,4.5,1.0,86224,24,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,"https://res.cloudinary.com/ratebeer/image/upload/e_trim:15/d_beer_img_default.png,f_auto/beer_196473",332.0,87.0,1239
1253,1253,Foster's Premium Ale,Foster's Group Limited,Extra Special / Strong Bitter (ESB),5.5,Pale Ales,12.0,3.62,3.49,3.76,3.57,3.7,185.0,2916.0,5.0,3.0,3.5,4.0,4.5,1.0,208731,124,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://cdn.beeradvocate.com/im/beers/43121.jpg,134.0,7.0,1239
1254,1254,Founders Pale Ale,Founders Brewing Company,American Pale Ale (APA),5.4,Pale Ales,12.0,3.62,3.49,3.76,3.57,3.7,185.0,2916.0,5.0,4.0,4.5,4.5,4.5,1.0,208731,616,3.9084362139917697,3.782921810699588,3.690500685871057,3.8144718792866943,3.672668038408779,2916.0,https://images.ctfassets.net/qe08557i7rmu/VMqzfisAAKGj5RC_/c70ba8a51d357fb22c6192dfcadf1540/4a1ba8b88e84c2b9441c04a14481b7166385a43b_founders-dry-hopped-pale.jpg?w=900,134.0,42.0,1239
